3.4296091780529756,0.051205051098276666,19994.977276798458
-4.818911271634581,-0.07233396235397009,115616.20950440335
15.019546566711261,0.22440269984615407,668734.2070324268
-32.69376754420914,-0.4896622887084651,3868227.7923576506
82.0611570624006,1.2273439641553876,22375597.373462427
-193.9350093921762,-2.9026001322789687,129430892.11783467
469.8612190853489,7.0299104473577385,748688862.9801323
-1126.629895910578,-16.85907870813541,4330767034.752064
2713.078412085197,40.59575688636953,25051185071.22473
-6521.77402188735,-97.58880453633158,144907788701.3463
15688.897391629545,234.7574187475052,838214526454.4813
-37729.81481682489,-564.5662704251149,4848625451306.466
90747.11239164251,1357.880501616081,28046720768099.64
-218251.74103390367,-3265.7815886900694,162235370363123.72
524918.9861574121,7854.55158041333,938445375289741.1
-1262475.121054341,-18890.8751910207,5428407630417192.0
3036372.475626407,45434.341305326074,3.1400452469461796e+16
-7302752.278611945,-109273.73449775194,1.8163492545440125e+17
17563795.855433777,262813.449006694,1.0506614889359099e+18
-42242544.700533494,-632090.5281268741,6.077518195200565e+18
101597217.51397724,1520236.0321691455,3.5155212027807597e+19
-244350670.3117972,-3656307.7554282583,2.0335421351697387e+20
587685890.7097416,8793757.2469808,1.1762960246804087e+21
-1413438738.86218,-21149796.77884634,6.804247198760081e+21
3399450466.586707,50867210.96431412,3.935895299349783e+22
-8175991743.067962,-122340331.46181671,2.276706203482237e+23
19664013839.72375,294239775.0069221,1.3169535119063746e+24
-47293765985.17299,-707673782.9996084,7.617875990629845e+24
113745866918.15404,1702020684.2326922,4.406536303973984e+25
-273569295464.1482,-4093516644.3213735,2.548947005979709e+26
657959374259.5508,9845284885.666323,1.4744303441761173e+27
-1582452948304.4956,-23678817726.035454,8.528795752627799e+27
3805945217245.9487,56949739435.21186,4.9334549629530155e+28
-9153649094071.879,-136969373186.62329,2.853741439872878e+29
22015369889658.816,329423968874.989,1.6507377216986035e+30
-52948994045694.59,-792295012706.7559,9.548640208834353e+30
127347211720852.4,1905542542346.8662,5.523380767233451e+31
-306281783542092.1,-4583005474549.916,3.194982157943145e+32
736635923645949.8,11022550645280.393,1.848127337179393e+33
-1771677302287700.2,-26510250402810.72,1.0690434204579964e+34
4261047231997406.0,63759596035120.08,6.183847897454667e+34
-1.0248211392598366e+16,-153347706068089.5,3.577027283182929e+35
2.464789311855409e+16,368815369272297.44,2.0691201330973254e+36
-5.9280455087259336e+16,-887034961912391.5,1.1968760052003675e+37
